statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,Alabama,0,1670757,3654138,105910255,111467109,149286,241107,3033447,3655949,306513,709099,11869609,13259066,304338,877001,18507439,19631075,300083,738966,24142745,25294251,291332,559709,25094829,25692605,319205,528256,23262183,23934159,1564810,3438243,100661505,105847158,128711,209531,2619588,3145782,274156,640757,10660037,11908893,284685,823889,17420209,18495081,286472,708695,23145874,24246496,281364,542007,24225958,24795156,309422,513364,22589836,23255747,44775,88656,2266810,2508510,9180,13140,184003,235354,14787,29519,574846,653392,8065,22075,483612,524539,5177,11675,397623,449988,3623,6306,341932,358132,3943,5941,284791,287102,47054,96930,2595112,2770991,7988,12040,164703,200579,13965,29216,560315,621584,8779,24692,550830,569576,6175,14182,503487,525355,5016,8917,462618,488559,5131,7883,353155,365337,58893,118965,2653636,2848958,12587,19536,249154,309587,18392,39126,649255,728588,10874,28420,536398,566417,7436,16089,493383,522400,4952,8785,406252,408889,4652,7009,319191,313074
01,AL,Alabama,1,122964,195522,1489358,753812,23406,33513,226142,153867,23228,40215,266197,150983,14642,29452,181373,96683,13038,22294,168107,81240,16474,24503,230622,91728,32176,45545,416914,179309,111822,178071,1349949,684912,19776,28466,189717,130462,20075,34841,227167,131198,13156,26510,161908,87170,12063,20776,154239,75279,15724,23446,218552,87601,31028,44032,398364,173199,5036,7578,63352,31453,1700,2282,16795,11019,1448,2320,18296,9035,642,1240,9213,4052,421,662,5640,2636,319,422,5158,1814,506,652,8247,2895,5054,7794,67559,30236,1496,2052,15431,9486,1437,2388,18569,8799,656,1282,9575,4018,436,652,6959,2546,412,581,6865,2224,617,839,10156,3160,6088,9657,71849,38664,2134,2995,20993,13918,1716,2986,20459,10986,830,1660,9889,5494,539,866,6908,3413,338,476,5203,1901,531,674,8393,2949
01,AL,Alabama,2,416584,846156,7714622,7228783,72331,118896,1069412,1224659,100878,233688,1744280,1749074,73640,195410,1358894,1286643,52013,111173,1021556,926871,47079,81383,1021606,835518,70643,105606,1498872,1206014,386388,787645,7157165,6712448,63119,104698,929506,1068169,91206,212682,1569461,1582942,68766,182884,1263896,1203464,49349,105872,965829,880779,45427,78796,980913,806824,68521,102713,1447558,1170267,12422,22363,224955,213087,3948,5636,59114,68103,4135,8096,74130,71122,1784,4401,35046,30282,1036,2070,21152,18074,662,989,14983,11270,857,1171,20527,14234,12085,22588,237167,206052,3413,5061,54131,58521,3809,7913,72255,64753,1923,4854,40451,32637,1124,2162,24564,19326,736,1146,19246,12663,1080,1452,26518,18150,18111,35923,320289,310282,5799,9137,85775,97968,5863,13093,102562,101378,2951,7672,54545,50542,1540,3139,31162,26765,916,1441,21446,16030,1042,1441,24795,17596
01,AL,Alabama,3,444640,895802,15701929,16051399,41282,65108,1102881,1410852,97143,207719,3158234,3476961,85809,222304,3014547,3112775,77258,162193,2844835,2832254,71003,122388,2759850,2604345,72145,116090,2821581,2614209,415433,840519,14719353,15000171,35418,56151,952407,1210600,86720,187300,2820106,3099858,80445,209233,2819662,2916094,73959,155763,2720058,2711665,68839,119024,2671145,2524589,70052,113048,2735972,2537363,11902,21995,394780,430876,2687,3906,67361,93447,4692,8870,152291,171437,1973,4983,71508,72805,1062,2019,40008,38809,678,1046,29680,24925,810,1171,33929,29450,12028,23089,413009,434278,2346,3650,59715,79152,4319,8649,141035,157016,2058,5254,78298,76462,1269,2488,48215,46435,1005,1532,42249,37162,1031,1516,43495,38047,17179,32194,569567,616950,3518,5307,90758,121099,6104,11770,197092,220087,3306,7817,116586,120217,2030,3942,76561,74153,1159,1832,46455,42593,1062,1526,42113,38798
01,AL,Alabama,4,246706,540469,14689708,15163449,9114,16948,405255,542694,41678,101767,2271972,2543704,46490,132027,2735176,2852985,50016,114316,3046916,3081672,50080,93669,3168902,3093981,49328,81742,3061485,3048410,232339,510150,13878591,14285215,7686,14432,347085,457658,36909,91457,2023637,2253453,43450,123802,2556975,2667079,47941,109951,2918176,2953765,48482,90915,3064742,2995086,47871,79593,2967973,2958171,6154,12841,340680,376328,634,972,24780,37529,2397,5046,124699,146518,1281,3495,74972,78518,728,1581,45461,45014,515,867,32447,31731,599,880,38320,37015,6673,14281,381746,409505,554,947,22448,33222,2264,4867,119817,138299,1446,4184,84315,88507,866,1844,53495,53247,758,1286,51501,47150,785,1153,50167,49078,7694,16038,429370,468729,874,1569,35720,51813,2505,5443,128517,151951,1594,4041,93885,97399,1209,2521,75244,74659,840,1468,52657,51744,672,996,43344,41160
01,AL,Alabama,5,160458,401115,13392141,13905620,2286,4844,138165,194084,22191,62590,1682681,1911114,31427,104041,2599375,2727591,35011,94507,2970162,3043421,34877,71914,3044760,3023136,34666,63219,2956996,3006272,152318,381254,12733113,13201667,1989,4257,121667,169007,19916,56904,1519603,1715162,29465,97848,2430537,2557504,33529,90828,2843030,2914858,33807,69953,2949328,2930036,33612,61464,2868944,2915099,3501,8477,277051,302449,152,245,8289,12851,1107,2677,79057,94976,919,2882,74064,79810,582,1401,49107,50574,372,671,33269,32116,369,601,33263,32118,4157,10251,349147,359990,109,207,5878,9186,1098,2680,79649,94798,1044,3379,96132,90618,782,2009,69107,67956,563,1031,50905,48790,561,945,47474,48640,3983,9610,309880,343962,188,380,10620,15890,1177,3006,83427,101154,918,2814,72705,79468,700,1670,58024,60606,507,930,44526,44309,493,810,40576,42532
01,AL,Alabama,6,217218,596993,27620530,29056160,798,1671,65843,97743,19208,56558,2132478,2464575,42617,155836,5263702,5644069,55814,174854,7262818,7546914,53290,120635,7032653,7216877,45491,87439,5863034,6085980,207040,569978,26377594,27694543,654,1400,53457,77837,17361,51609,1938655,2228044,40189,147528,4972095,5322369,53448,168205,6961696,7225465,51360,116502,6777886,6952320,44028,84734,5673802,5888505,4424,11762,541031,600518,59,99,7662,12403,896,2213,93755,115767,1190,4087,142240,159559,992,2826,124143,135701,723,1523,97787,100074,564,1014,75442,77011,5489,14594,681311,742298,70,123,7098,11009,914,2385,97872,119364,1349,4634,163572,180332,1265,3661,164372,173823,1077,2273,144891,147366,814,1518,103504,110403,4689,12421,561624,619317,74,148,5286,8896,933,2564,95950,117165,1079,3674,128034,141367,1101,2988,136749,147624,853,1860,109875,117190,649,1187,85728,87071
01,AL,Alabama,7,62187,178081,25301963,29307883,69,127,25747,32046,2187,6562,613764,962651,9713,37931,3354369,3910326,16933,59629,6828347,7781878,18529,45217,7836434,8827018,14756,28615,6643299,7793962,59470,170626,24445738,28268200,69,127,25747,32046,1969,5964,561405,898234,9214,36084,3215132,3741398,16183,57300,6582843,7484682,17725,43371,7563388,8498697,14310,27780,6497221,7613141,1336,3640,424957,553797,0,0,0,0,112,297,32615,44533,276,987,76565,99509,356,1116,112109,159178,354,788,128606,156199,238,452,75060,94375,1568,4333,465170,588628,0,0,0,0,124,334,31114,38552,303,1105,78484,96999,433,1366,136773,162018,465,1068,146958,193201,243,460,71839,97856,1149,3122,391055,451053,0,0,0,0,94,264,21245,25864,196,742,60752,71928,317,963,108731,135176,339,778,126087,135119,203,375,74239,82964
02,AK,Alaska,0,276302,575788,21257662,22141080,33700,47122,850449,1012105,59450,125987,2936112,3214987,47820,138068,3875029,4099078,43731,105656,4487370,4595851,48252,89092,5102884,5139206,43349,69863,4005815,4079850,256232,537174,20228968,21038141,28807,40244,741450,877219,52618,112296,2653256,2897118,44424,128855,3652518,3861828,41794,101556,4334363,4435389,46579,86292,4948402,4989799,42010,67931,3898978,3976786,17854,35712,1038558,1068299,4167,6047,104630,117221,5661,11834,261631,279772,2929,8404,210811,219085,1856,4173,169550,167864,1837,3102,176790,167139,1404,2152,115144,117216,13794,26800,694371,744738,3549,5020,76173,96034,4859,9892,197110,223690,2237,6306,148865,158598,1209,2619,100499,104366,1010,1658,97846,92910,930,1305,73877,69137,6276,11814,334322,358200,1344,1858,32826,38852,1973,3799,85746,94178,1159,2907,73646,78650,728,1481,52507,56096,663,1142,56635,56495,409,627,32960,33926
02,AK,Alaska,1,18383,27048,234585,97460,3875,4952,41525,22674,4189,6785,51131,22957,2049,3984,27780,11038,1822,2949,24683,9588,2537,3322,37155,12624,3911,5056,52308,18577,16701,24624,207239,87695,3323,4262,34871,19320,3665,5974,43789,19862,1850,3603,24658,9942,1700,2753,22557,8842,2421,3185,35115,12021,3742,4847,46247,17705,1257,1678,22340,7223,434,537,5564,2623,344,476,5616,2012,127,205,2408,732,93,135,1923,511,118,153,4886,647,141,172,1940,696,1033,1465,18261,6120,332,400,4035,2085,326,507,4916,1958,115,221,1584,667,75,121,1177,480,64,72,1253,322,121,144,5293,605,649,959,9084,3644,220,290,2618,1267,198,304,2425,1136,84,160,1537,428,47,75,948,266,52,65,786,279,48,65,768,265
