statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,ALABAMA,0,1668163,3703054,100346717,105018157,173605,343526,3538976,4178813,297405,688471,11092227,12240888,302856,863877,17773899,18934254,307467,754210,23442888,24830206,287038,554563,23586428,24058826,299792,498407,20912297,20775167,1568762,3497269,95808228,100127212,151470,304773,3099074,3647495,266783,623608,9983822,10999383,284622,815363,16828032,17910654,295086,726950,22617288,23942026,278446,539413,22874538,23337282,292355,487162,20405471,20290370,44000,89218,2179713,2528403,9678,15790,195220,271241,14618,29434,553722,657350,8063,21940,466747,514098,5127,11468,429388,501573,3342,5901,312599,341339,3172,4685,222035,242800,43539,91358,2249707,2377591,8901,15114,179447,214153,12884,27515,515220,566444,8055,22578,477905,513049,5550,12654,418985,440240,4289,7595,389167,383072,3860,5902,268981,260631,55862,114427,2288780,2513353,13234,23639,260454,317165,17738,37348,593183,675061,10179,25936,467961,510550,6831,14606,406614,447939,4303,7555,322722,338471,3577,5343,237844,224165
01,AL,ALABAMA,1,133267,215805,1580537,834010,27743,42043,262349,184653,25536,44791,287332,170068,16320,32605,199753,109895,14889,25751,189496,93727,16899,25446,233027,96276,31880,45169,408577,179388,121088,196573,1424108,757249,23434,35858,220954,156580,22101,38858,245670,147857,14764,29628,176375,100028,13838,24025,173046,87201,16076,24314,218390,91720,30875,43890,389671,173859,5306,8159,68627,33034,1776,2443,17543,11169,1618,2693,19580,10320,700,1357,10837,4517,466,720,6724,2872,326,439,5433,1840,420,507,8507,2314,5544,8759,74851,34041,1821,2621,18048,11653,1546,2671,18710,9763,723,1398,10981,4532,496,829,8672,2984,444,596,8939,2412,514,644,9498,2694,6635,10473,81577,42720,2488,3564,23345,16419,1889,3262,22951,12447,833,1579,12396,5333,555,897,7778,3541,379,536,5697,2144,491,635,9408,2834
01,AL,ALABAMA,2,434839,900706,7979521,7526459,85129,161975,1270383,1450828,101055,233974,1706431,1736938,73824,194192,1336903,1283246,55945,119515,1087196,994402,48628,84918,1055103,864108,70258,106132,1523502,1196934,404388,840687,7425810,7008122,75083,144600,1119161,1280200,91407,213229,1535862,1572533,69093,182439,1247926,1202974,53260,114280,1032114,947922,47025,82367,1016479,836725,68520,103772,1474266,1167765,12723,23450,228944,217539,4366,6998,65019,75046,4136,8039,73652,70914,1870,4589,36327,31473,1039,1985,21697,17793,585,891,13910,9841,727,948,18337,12469,12389,23659,237636,209369,3994,6701,61875,67972,3835,7927,72001,65090,1834,4582,37510,30519,1098,2071,23895,18547,766,1211,19489,12925,862,1167,22863,14314,18062,36360,316074,308967,6052,10674,89346,102655,5813,12818,98568,99314,2897,7171,51466,49753,1587,3164,31186,27932,837,1340,19133,14456,876,1193,26373,14855
01,AL,ALABAMA,3,444585,923112,15723617,16009211,48468,110541,1313484,1642992,91849,195372,2971025,3281400,84670,214026,2973653,3074855,80093,167659,2937119,2926523,70656,123663,2784546,2592070,68849,111851,2743788,2491368,417578,869483,14809482,15044099,42324,98711,1153379,1433994,82217,176300,2658450,2934386,79872,202410,2799215,2900040,77068,161779,2822314,2816238,68798,120666,2705430,2524277,67299,109617,2670691,2435161,11346,21984,378403,408894,2666,4747,66995,91581,4483,8713,146697,163595,1800,4437,66527,66484,1070,2090,41498,38853,686,1096,29713,25058,641,901,26971,23321,10742,21638,382165,385106,2430,4494,62761,81597,3825,7970,128017,139047,1781,4549,69160,66152,1113,2195,44903,40514,809,1281,36971,29406,784,1149,40352,28388,16265,31991,531969,580005,3714,7336,97343,127400,5807,11102,184556,207967,3017,7067,105277,108662,1912,3685,69902,69770,1049,1716,42144,38386,766,1085,32744,27818
01,AL,ALABAMA,4,241675,543593,14487356,14861267,8960,20851,408219,534181,39081,97719,2135817,2387788,47141,134565,2780269,2899158,51125,119013,3122687,3151311,49708,94480,3154721,3069276,45660,76965,2885640,2819549,229319,516624,13784520,14106313,7772,18486,359417,463743,34941,88495,1922155,2135630,44336,127055,2615865,2726837,49246,114962,3002139,3035886,48483,92399,3072182,2993713,44541,75227,2812760,2750502,5626,12196,308773,343478,594,1036,23478,35503,2236,4815,112960,136010,1271,3564,74102,77783,690,1441,42062,42596,421,735,28132,26050,414,605,28037,25533,5584,12401,324794,343184,456,870,19667,27035,1877,4218,97920,114691,1310,3671,76857,81071,804,1777,51398,49915,550,949,39327,34110,587,916,39623,36360,6772,14568,378041,411768,732,1495,29134,43402,2263,5006,115742,137465,1495,3839,87546,91250,1075,2274,69150,65509,675,1132,43211,41452,532,822,33256,32687
01,AL,ALABAMA,5,157024,400600,13150908,13603567,2190,5261,141405,185811,20908,59917,1597786,1798755,32151,107854,2644588,2789390,35636,97030,3010289,3097011,34784,72731,3035035,3016556,31355,57807,2721801,2716043,150185,383540,12612108,13012593,1895,4634,124007,160818,18961,54956,1459956,1631180,30419,102322,2507861,2639095,34416,94077,2910750,2991552,33860,70978,2953051,2936426,30634,56573,2656481,2653520,3398,8300,262411,293422,173,315,8939,14706,1058,2448,72713,90624,953,3010,75269,82318,510,1300,43605,44343,356,650,31682,31223,348,577,30200,30207,3378,8611,273206,292184,123,248,7814,10418,880,2240,63537,75492,915,3057,74331,79615,613,1531,50183,53176,483,913,43556,42107,364,622,33783,31374,3461,8449,265593,298789,172,379,9582,14574,1067,2721,74293,92082,817,2475,62395,70679,607,1422,49355,52282,441,840,38427,38022,357,612,31537,31148
01,AL,ALABAMA,6,201748,560224,25564384,26862032,964,2466,97353,123567,17025,50773,1870273,2169295,39965,146207,4856850,5256270,54281,170666,6978517,7298935,49954,113551,6561804,6743821,39559,76561,5199584,5270141,193450,537598,24575567,25748079,826,2132,80194,103047,15405,46428,1706282,1960996,37806,138718,4610375,4969036,52380,165148,6740585,7040614,48432,110347,6364214,6534374,38601,74825,5073914,5140011,4349,11610,511873,586965,91,211,8629,11617,942,2352,93551,123141,1186,3957,135063,159150,1007,2863,125590,138001,652,1369,87204,91080,471,858,61834,63974,4509,12388,543450,607580,62,143,5458,7807,804,2128,82410,105824,1199,4242,138147,159535,1047,3093,132821,143604,842,1756,112165,116114,555,1026,72447,74694,3789,10238,445366,506372,76,191,11700,12713,816,2217,81580,102475,960,3247,108328,127698,854,2425,105110,114717,680,1448,85424,93332,403,710,53223,55436
01,AL,ALABAMA,7,55025,159014,21860391,25321607,151,389,45779,56777,1951,5925,523559,696640,8785,34428,2981880,3521437,15498,54576,6117581,7268295,16409,39774,6762188,7676716,12231,23922,5429401,6101739,52754,152764,21176631,24450754,136,352,41958,49109,1751,5342,455444,616798,8332,32791,2870413,3372642,14878,52679,5936338,7022609,15772,38342,6544789,7420044,11885,23258,5327686,5969549,1252,3519,420678,645066,12,40,4613,31616,145,374,34567,62743,283,1026,68618,92369,345,1069,148209,217111,316,721,116522,156245,151,289,48147,84979,1393,3902,413603,506124,15,37,3821,7668,117,361,52623,56534,293,1079,70917,91622,379,1158,107111,131499,395,889,128716,145995,194,378,50413,72805,878,2348,270156,364729,0,0,0,0,83,222,15491,23308,160,558,40549,57173,241,739,74131,114186,242,543,88683,110676,152,286,51300,59384
02,AK,ALASKA,0,283180,590748,21856570,22945344,39114,56853,1009457,1220099,60838,131177,3098733,3429216,47466,136482,3882525,4146195,47433,112661,4819192,5040039,49097,90337,5325226,5372089,39232,63238,3721435,3737703,261351,547747,20775175,21757448,33461,48663,886605,1063899,53532,116041,2793996,3084526,43839,126469,3646595,3888229,45074,107600,4635565,4844754,47383,87412,5177564,5216364,38062,61562,3634848,3659673,17432,35242,1058312,1063937,4307,6413,109148,118572,5324,11571,249812,256460,2871,8226,216848,216108,1887,4072,179642,180869,1826,3104,192332,187625,1217,1856,110528,104300,14893,29874,703113,786533,4029,5933,82944,108379,5097,10767,202074,234032,2475,7090,161533,179911,1500,3272,116170,125468,1032,1747,84819,90213,760,1065,55572,48527,6936,13127,378280,401362,1624,2257,39907,47820,2209,4369,102661,110657,1152,2923,74396,78054,859,1789,67457,69816,682,1178,62842,65511,410,611,31014,29501
02,AK,ALASKA,1,17699,25372,231429,100547,4391,5538,47451,26498,3890,6149,51314,22538,1860,3545,25017,10657,1874,2797,28154,10594,2310,3021,33309,12534,3374,4322,46181,17724,15720,22568,204750,88689,3651,4591,39511,21904,3318,5265,43702,19104,1651,3178,21772,9392,1710,2551,25169,9658,2181,2862,31337,11804,3209,4121,43257,16824,1343,1872,22330,7916,511,639,6354,3184,346,508,5778,1998,151,271,3863,873,118,167,2663,637,113,150,2056,628,104,137,1614,593,1257,1789,17238,7659,459,585,4922,2874,351,527,4583,2176,146,264,2441,896,98,158,2018,570,87,111,1405,486,116,144,1866,656,722,1015,9440,4197,281,362,3017,1719,221,357,3028,1257,63,103,803,368,66,88,966,364,42,48,566,244,49,57,1057,243
