statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,ALABAMA,0,1660788,3712732,95926666,101230618,172947,349905,3417966,4034640,296254,691544,10799064,11919017,306400,874382,17669815,18675403,311043,761837,22788099,23930308,283319,550183,22162730,22988375,290825,484881,19088989,19682871,1581193,3550338,92753333,97805480,152623,312505,3043227,3587773,272111,641255,10033094,11056760,292289,838721,17020244,17995679,301314,741118,22183037,23295733,277300,539689,21719264,22512379,285556,477050,18754466,19357153,35280,68760,1482070,1643965,9095,15527,169836,210169,11186,21700,374438,424875,5893,14813,283642,312192,4084,8683,267458,274622,2630,4555,236628,266436,2392,3482,150065,155669,33351,67165,1434015,1528558,8135,14390,151049,174253,9764,20102,328869,367333,5669,14617,274804,292611,4255,9183,285761,289292,2845,4885,221705,235207,2683,3988,171824,169859,46244,95229,1739317,1896579,12189,23010,223690,272614,14379,30187,437099,494923,8442,21044,374767,387112,5474,11536,319300,345282,3174,5609,221760,240787,2586,3843,162699,155858
01,AL,ALABAMA,1,137619,225593,1608564,867298,29319,44733,278283,196529,26786,47716,298438,178965,17599,35438,217380,117791,16127,28105,200794,101428,16651,25229,227868,95902,31137,44372,385797,176682,126183,207321,1467078,794558,25035,38459,234921,168719,23614,42299,259876,158637,15979,32322,195304,107252,15121,26463,186018,95059,16022,24347,217283,92195,30412,43431,373675,172693,5377,8346,67266,33729,1845,2571,18851,11863,1631,2681,20380,10248,760,1427,10759,4939,504,829,7609,3057,306,418,4427,1814,331,420,5238,1806,5237,8210,68551,32873,1880,2681,19797,12076,1431,2388,18613,8998,727,1406,10252,4660,501,798,7775,3166,325,453,5835,1894,373,484,6276,2078,6199,10062,72934,39866,2404,3593,23564,15733,1741,3029,19948,11329,893,1710,11823,5878,505,844,7000,3202,304,429,4749,1812,352,457,5846,1910
01,AL,ALABAMA,2,441011,922662,8020349,7617550,86257,168506,1284970,1461874,101987,237307,1715305,1747031,75308,198072,1368073,1306813,58807,126424,1139604,1044882,49354,87058,1062524,876786,69298,105295,1449870,1180162,413834,867946,7538877,7159533,76653,150990,1141627,1300376,93585,219117,1570455,1605413,71061,187523,1287073,1235753,56406,121674,1090297,1003718,48120,85069,1032164,855549,68009,103573,1417258,1158721,11749,22089,207724,198344,4288,7240,62643,72859,3696,7343,65165,62709,1627,3939,31544,26654,1024,1960,21148,17255,555,863,13598,9494,559,744,13623,9371,10926,21404,201451,183019,3836,6872,60578,65002,3219,6736,56362,53702,1643,4044,32051,26893,1020,2010,21845,17120,567,896,14470,9726,641,846,16142,10574,16251,33312,280020,274997,5768,10644,82763,96495,5183,11454,88487,87914,2604,6505,48947,44166,1381,2740,27461,24044,667,1093,15889,11510,648,876,16470,10865
01,AL,ALABAMA,3,441714,928952,15487072,15910907,46252,110313,1240519,1565276,90630,195999,2926766,3237677,85708,216989,3023397,3116542,81472,171243,2976490,2979721,70270,124160,2729874,2578600,67382,110248,2590024,2433089,419964,884714,14776714,15139464,40951,98994,1105293,1386506,83109,181186,2689733,2969214,81821,207728,2883063,2975370,78936,166234,2879845,2888081,68854,121877,2671140,2526751,66293,108695,2547637,2393539,9016,17543,294559,321287,2360,4615,59236,80380,3348,6319,105005,120241,1433,3390,53797,52492,869,1744,34203,31475,511,803,21657,18743,495,672,20659,17954,8335,16787,277153,296221,1999,3998,49626,66641,2924,5903,94365,104926,1342,3324,50294,49420,940,1875,37679,33813,592,914,25637,21839,538,773,19549,19579,13415,27451,433204,475222,3302,7321,85599,112127,4597,8910,142666,163536,2545,5937,90038,91751,1596,3134,58965,57826,824,1369,33096,30009,551,780,22837,19971
01,AL,ALABAMA,4,240396,549687,14261163,14786038,8192,19248,369029,488194,38881,98986,2119937,2379098,48080,139752,2832611,2956809,51744,121923,3143354,3191503,49428,95215,3089070,3049444,44071,74563,2707161,2720988,231825,531328,13791768,14263425,7341,17550,334975,437506,36046,92752,1977633,2206817,46188,134842,2725458,2841617,50368,119067,3059478,3106994,48582,93741,3035534,2997275,43300,73376,2658687,2673215,3882,7956,216257,237063,441,777,17344,26290,1362,2714,67454,82776,846,2257,48102,51861,549,1134,38565,33915,341,565,22477,21354,343,509,22312,20865,3590,7629,200355,219997,307,613,12627,18424,1173,2524,58560,71656,767,2058,43582,46918,576,1193,35629,35457,382,650,25093,23547,385,591,24862,23993,4981,10730,269040,302615,544,1085,21426,32262,1662,3710,83743,100624,1125,2852,63570,68274,800,1663,48246,49052,464,824,28442,28621,386,596,23611,23779
01,AL,ALABAMA,5,155590,400729,12889368,13475650,1950,4652,123387,165399,20331,58814,1544019,1749178,32804,110420,2688448,2845218,35863,98483,3034336,3114212,34305,72130,2946773,2973234,30337,56230,2552402,2628408,151243,390205,12553130,13101861,1739,4216,111567,147493,19159,55868,1463948,1648810,31726,107195,2604630,2752478,35023,96471,2961434,3041965,33715,70982,2896817,2922150,29881,55473,2514732,2588962,2062,4757,159479,177337,101,198,5268,8550,598,1351,40683,51029,514,1491,40608,44037,351,843,29202,30508,262,490,23233,22730,236,384,20482,20480,2055,5002,160263,177031,74,146,4297,6254,527,1322,36308,45215,521,1583,40718,44775,409,991,35336,35339,288,566,23968,24888,236,394,19633,20556,2292,5522,175973,196758,137,290,7523,11650,645,1624,43761,55151,557,1642,43099,47964,431,1021,37565,36907,302,582,25987,26194,220,363,18036,18889
01,AL,ALABAMA,6,193245,538104,24127145,25646451,853,2140,82341,107807,15887,47438,1728320,2019599,38693,141829,4713329,5066328,52569,164989,6696534,7032745,48056,109671,6209309,6464771,37187,72037,4697308,4955198,188306,525448,23542740,24983424,780,1983,75407,97610,14948,45039,1636242,1899054,37553,138088,4571989,4913516,51381,161700,6550324,6870640,47135,107782,6095495,6339108,36509,70856,4613281,4863493,2405,5950,278473,322141,49,99,4203,6586,472,1087,45795,61039,559,1752,63963,74107,576,1537,71467,78514,431,922,54681,59270,318,553,38361,42623,2477,6220,294871,335931,39,80,4122,5853,429,1056,42148,55614,551,1793,65345,73794,605,1690,75085,83937,486,962,61299,67159,367,639,46869,49571,2462,6436,289532,327095,34,77,2812,4343,510,1343,49929,64929,589,1948,75994,79017,583,1599,71124,78167,435,927,52514,58503,311,542,37157,42133
01,AL,ALABAMA,7,51213,147005,19533003,22926719,124,313,39435,49559,1752,5284,466276,607467,8208,31882,2826574,3265899,14461,50670,5596983,6465814,15255,36720,5897308,6949636,11413,22136,4706424,5588341,49838,143376,19083023,22363212,124,313,39435,49559,1650,4994,435203,568811,7961,31023,2752723,3169690,14079,49509,5455639,6289273,14872,35891,5770827,6779349,11152,21646,4629193,5506528,789,2119,258309,354061,11,27,2288,3638,79,205,29952,36829,154,557,34867,58099,211,636,65261,79896,224,494,96552,133029,110,200,29387,42568,731,1913,231369,283483,0,0,0,0,61,173,22510,27219,118,409,32559,46148,204,626,72408,80458,205,444,65400,86151,143,261,38490,43505,644,1716,218610,280023,0,0,0,0,41,117,8561,11436,129,450,41292,50060,178,535,68936,96082,178,385,61080,84135,118,229,38740,38307
02,AK,ALASKA,0,281811,588402,20559527,22282693,39260,56831,947197,1184071,60487,131491,2939890,3351595,47182,134974,3668222,4013765,48845,115285,4684248,4994863,48849,89847,5046185,5321753,37188,59974,3273783,3416644,263874,555188,19746783,21363571,33940,49308,839573,1045531,54746,120192,2718528,3094605,44482,127974,3511932,3842817,46929,111408,4543314,4841326,47464,87564,4920378,5184668,36313,58742,3213055,3354622,13256,24835,675967,705099,3721,5415,86066,95248,4014,8068,160590,168441,1836,4838,113787,118617,1403,2823,109725,111803,1333,2239,131200,131062,949,1452,74595,79925,12177,22700,529813,605446,3850,5464,73261,95926,3928,7806,143825,169874,1796,4764,103211,114047,1211,2521,89675,98150,822,1363,80314,87990,570,782,39524,39456,5760,10514,282930,313676,1470,2059,34362,42613,1813,3493,77536,87114,904,2236,53077,56900,705,1356,51258,55386,563,920,45492,49094,305,450,21203,22565
02,AK,ALASKA,1,18050,26190,220342,103988,4632,5975,48175,28613,3970,6415,47573,23323,1874,3504,25004,10752,1980,3026,25541,11392,2333,3048,31996,12632,3261,4222,42050,17273,16261,23689,197151,93063,3933,5093,40855,24103,3485,5641,41200,20425,1673,3170,21944,9504,1816,2810,23072,10386,2207,2886,30090,11928,3147,4089,39988,16714,1328,1758,21434,7825,496,620,6111,3075,358,511,6346,2137,121,175,2150,658,122,163,2117,712,117,149,2296,636,114,140,2412,604,1132,1554,14994,6948,440,559,4729,2872,300,464,3974,1770,125,200,2030,777,106,140,1611,659,82,102,1237,465,79,89,1410,401,657,947,8196,3977,259,323,2591,1637,185,310,2398,1126,76,134,1029,469,58,76,857,346,44,60,668,239,35,44,651,157
