statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,ALABAMA,0,1679103,3807951,90691917,93398378,172506,364898,3140327,3636450,303586,718498,10541202,11398188,320259,913596,17516691,18287065,334697,815438,22793701,23288786,283722,554881,20720826,20947063,264333,440640,15979167,15840822,1566337,3571675,86346444,88763272,147663,316129,2701017,3107309,269990,646797,9502186,10257145,298241,857935,16521447,17237472,319219,782759,21927220,22408671,274222,538235,20112150,20301559,257002,429820,15582421,15451114,51104,106073,2080224,2150213,12067,24764,218125,259506,15691,32464,519810,577032,9389,23859,470429,483154,6466,13399,411512,386917,3925,6487,257767,262793,3566,5100,202579,180809,49573,101955,2052718,2226263,9881,18077,177866,206712,14411,30409,469824,509542,9592,24760,473874,509831,7132,15064,435264,447116,4729,8050,293043,352613,3828,5595,202845,200446,63193,134321,2292754,2408841,14962,30692,261443,322428,19185,41292,569191,631500,12426,30901,521369,539761,8346,17615,431216,432999,4771,8596,315632,292890,3503,5225,193900,189261
01,AL,ALABAMA,1,160174,266204,1819941,1017090,34539,54396,325485,231739,32246,58044,355067,214514,21143,42406,258544,140740,20723,35919,250918,131423,18771,28759,248905,110990,32752,46680,381019,187682,142766,238307,1596723,906422,28796,45750,268309,194895,27355,49660,294647,183215,18466,37459,218938,123109,18843,32968,223214,119484,17707,27280,228268,104507,31599,45190,363345,181209,7755,12010,101163,48413,2666,3877,28389,16840,2226,3691,28134,13932,1055,1882,15465,6638,846,1305,12443,5178,470,636,8535,3012,492,619,8194,2811,7521,11801,108486,46365,2291,3290,24306,14227,2143,3682,30080,13299,1138,2058,18880,7315,861,1340,14584,5312,544,732,11534,3254,544,699,9098,2956,9887,16096,114731,64302,3452,5356,32869,22615,2748,4702,30338,17998,1539,2889,20725,10316,1019,1611,13120,6626,520,747,9102,3229,609,791,8575,3516
01,AL,ALABAMA,2,481426,1028975,8855052,8252527,90922,192096,1348096,1513191,109132,257201,1855026,1853018,82608,214918,1536974,1432104,71472,154111,1412325,1262516,54871,98844,1200652,968065,72421,111805,1501977,1223630,442784,950368,8157098,7599317,78785,168234,1164315,1309640,97482,232048,1647882,1655398,76180,199641,1412283,1323707,67390,146281,1331299,1192675,52630,95238,1146279,929720,70317,108926,1455037,1188175,17042,33697,318463,288734,5735,12026,90060,97609,4995,9862,90335,84974,2624,5971,53960,44128,1680,3039,36297,28123,924,1391,21646,15947,1084,1408,26163,17950,15973,30616,308291,271413,4777,8655,74840,81048,4667,9627,88948,79293,2546,5937,52776,43122,1817,3309,38185,30980,1086,1638,28764,18535,1080,1450,24776,18432,22669,47991,389662,381796,7360,15207,108940,122502,6983,15526,118195,118326,3882,9340,71915,65274,2265,4521,42839,38860,1155,1968,25608,19809,1024,1429,22163,17022
01,AL,ALABAMA,3,443061,957061,15715995,15924857,38922,99716,1039070,1305655,90651,202330,2972067,3231405,90886,234024,3243417,3293584,88760,189236,3295885,3229765,71628,128800,2761457,2624368,62214,102955,2404097,2240076,412774,893384,14777875,14850286,33091,85757,892871,1110625,80198,180637,2647191,2860673,84782,219572,3026686,3071332,84853,181721,3151212,3087839,69335,125150,2722188,2541564,60515,100547,2337726,2178250,13724,28831,449286,490930,3094,7738,74872,103823,4965,10355,157016,180490,2369,5579,85887,86751,1495,2649,56169,54252,913,1301,40632,33519,888,1209,34708,32093,12997,26726,373164,463513,2345,5253,57557,78057,4509,9563,138826,160413,2479,5960,89359,91307,1642,3079,62892,59824,1072,1581,-10072,38999,950,1290,34601,34910,17290,36951,564956,611057,3486,8706,88641,116972,5944,12130,186050,210318,3625,8492,127371,130944,2265,4436,81780,82102,1221,2069,49341,43805,749,1118,31770,26915
01,AL,ALABAMA,4,237815,564054,14267435,14622344,6286,14412,281654,372091,37930,100579,2096355,2321420,49978,149733,2965672,3072875,55206,134354,3372987,3398151,49975,98456,3165198,3086397,38440,66520,2385567,2371407,225815,536745,13599515,13890403,5407,12647,247531,320073,34163,91713,1901649,2092867,47042,141602,2797319,2892446,53113,129748,3247300,3269717,48611,96010,3078396,3002436,37479,65025,2327319,2312863,5519,12392,308274,335688,438,870,15673,25652,2020,4636,102072,122433,1317,3672,74515,80055,783,1712,46142,48242,514,828,32104,31567,447,674,37764,27735,5495,12460,302747,336484,351,637,13275,20933,1748,4052,88960,106144,1350,3908,75730,83462,912,1952,54503,56199,641,1135,40651,39730,493,776,29625,30014,6505,14849,365171,395456,528,1128,20847,31084,2019,4814,105745,122408,1586,4223,92622,96966,1181,2654,71184,72234,723,1311,46149,44231,468,719,28622,28530
01,AL,ALABAMA,5,149108,396978,12448596,12888706,1306,3044,79993,110276,19280,57279,1482318,1653090,33295,114948,2736840,2882448,36996,103391,3148381,3209489,33395,71457,2888416,2888511,24836,46859,2112644,2144889,142845,380778,11960069,12348963,1127,2669,70727,95220,17637,52928,1365430,1512131,31520,109291,2595630,2729445,35769,100325,3048003,3103537,32531,69703,2816322,2813754,24261,45862,2063954,2094873,2956,7649,227903,254522,90,169,3997,7645,810,2083,56613,69473,867,2790,68970,74577,571,1470,47300,49272,342,675,28152,29758,276,462,22868,23794,3095,7936,240989,266878,72,144,3777,6059,756,1978,53359,64795,917,2919,72749,79126,594,1474,47922,51441,452,888,37576,39029,304,533,25604,26425,3168,8264,247536,272864,107,231,5489,8996,887,2373,63528,76164,858,2738,68459,73876,633,1592,52455,54510,412,866,34517,35727,271,464,23085,23590
01,AL,ALABAMA,6,166894,474607,20875279,22015052,463,1085,44593,74536,13029,39007,1416309,1642196,35442,130329,4289423,4606025,49026,154363,6239642,6523800,42840,98814,5538145,5720818,26094,51009,3347164,3447675,160264,456419,20076197,21115255,389,923,35829,47894,11929,35999,1301480,1502764,33677,124341,4081796,4372586,47228,149234,6010096,6279290,41599,96107,5381148,5551855,25442,49815,3265846,3360865,3332,9269,397370,447337,44,84,5132,7934,601,1632,60442,76934,965,3290,113700,128338,849,2464,106427,114232,575,1235,74151,79385,298,564,37516,40512,3612,9905,440309,486282,45,98,4109,6385,536,1372,58457,67852,989,3358,117608,132100,1022,2990,132477,140816,674,1456,85507,92765,346,631,42149,46361,3018,8283,358771,413514,29,64,4654,20256,564,1636,56371,71579,776,2630,90019,101338,776,2139,97068,103693,567,1251,71489,76197,306,563,39168,40448
01,AL,ALABAMA,7,40625,120072,16709617,18677800,68,149,21433,28960,1318,4058,364057,482542,6907,27238,2485818,2859286,12514,44064,5073559,5533640,12242,29751,4918051,5547910,7576,14812,3846697,4225460,39089,115674,16178963,18052623,68,149,21433,28960,1226,3812,343903,450094,6574,26029,2388793,2724844,12023,42482,4916094,5356126,11809,28747,4739546,5357721,7389,14455,3769192,4134877,776,2225,277763,284586,0,0,0,0,74,205,25195,28792,192,675,57928,62663,242,760,106731,87614,187,421,52545,69603,81,164,35362,35912,880,2511,278730,355326,0,0,0,0,52,135,11191,17743,173,620,46770,73396,284,920,84698,102541,260,620,99080,120299,111,216,36989,41344,656,1887,251923,269850,0,0,0,0,40,111,8962,14704,160,589,50255,61045,207,662,72766,74971,173,384,79423,69890,76,141,40515,49238
02,AK,ALASKA,0,281047,591219,19181212,19869999,38773,57044,869007,1019021,58174,128100,2598474,2837949,48319,137423,3491683,3688561,54959,127396,4970733,5021890,48243,89280,4678125,4729404,32579,51976,2573187,2573170,255841,543639,18073963,18772628,32399,47606,748935,873558,50230,111738,2317357,2527532,44106,126728,3265975,3451198,51844,121493,4712077,4831586,46248,86128,4540524,4589135,31014,49946,2489094,2499616,19049,37702,983947,983022,4608,6950,102916,109389,5606,12251,227925,239039,3117,8414,200320,193415,2313,4721,183793,184224,2052,3401,179378,171278,1353,1965,89613,85674,17863,33874,777203,749363,4553,6907,82358,101656,5677,11840,191378,213160,2982,7632,155819,164600,2083,3890,194745,124909,1331,2062,88593,90349,1237,1543,64307,54686,7343,13706,330045,348007,1821,2531,37714,43807,2267,4522,89738,97256,1231,3063,69888,72762,1032,2013,63910,65393,664,1090,49007,49919,328,487,19785,18867
02,AK,ALASKA,1,23168,33649,291732,131564,7140,9399,78155,42640,4867,8066,64384,28549,2450,4513,35124,14007,2718,3876,35954,15019,2593,3390,34177,13694,3400,4405,43935,17653,19966,28983,246186,112380,5809,7596,62031,34457,3993,6635,51585,23296,2112,3910,29578,11955,2419,3491,30384,13309,2416,3169,31444,12663,3217,4182,41162,16698,2129,3081,38446,12805,899,1153,12835,5442,555,937,10809,3467,227,389,5823,1393,167,250,3253,946,135,177,2815,791,146,175,2909,763,2186,3249,32434,13225,925,1277,11769,5692,598,996,9106,3618,222,419,3713,1390,190,255,4086,1097,119,148,2001,722,132,154,1756,705,1016,1417,13111,5957,406,526,4354,2489,276,435,3692,1634,116,184,1831,662,109,130,1483,612,58,73,732,308,51,69,1017,249
