statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
02,AK,ALASKA,2,46719,78334,925607,833896,15414,20975,241622,278899,10764,20357,211612,192893,5382,12796,118756,96634,5165,9736,117551,92374,4672,7111,110817,82433,5322,7359,125246,90660,40697,69024,813819,726506,12603,17312,199273,227779,9058,17353,177418,162522,4809,11531,105743,86473,4770,9062,108377,85637,4402,6738,104407,77787,5055,7028,118597,86306,4491,7099,95602,80565,2036,2753,34895,37179,1192,2061,26380,21569,436,1004,11005,7673,320,531,8024,5474,279,434,8436,4800,228,316,6861,3868,4515,6941,83428,81327,2231,2933,33426,40968,1243,2160,25417,22335,392,877,9139,7023,267,467,6165,4573,184,254,4405,3162,198,250,4872,3264,1507,2369,28359,26063,580,730,8921,10152,463,844,8776,8036,181,388,3872,3138,128,207,3008,2163,86,119,2004,1483,69,81,1776,1089
02,AK,ALASKA,3,71054,134170,2508307,2603275,13472,20575,353928,459150,21007,43150,695066,770392,11090,27574,413529,418168,9933,19357,391267,371953,9150,14151,381292,344416,6402,9363,273223,239194,64223,120680,2287475,2359050,11584,17475,308100,396462,18131,36919,603384,666033,10180,25268,378333,383756,9401,18384,369689,352283,8768,13593,365135,330365,6159,9041,262831,230149,5980,12483,190468,211361,1733,3078,39640,55855,2438,5611,75540,87618,800,2165,30224,30479,425,760,17693,15724,338,497,15560,12380,246,372,11807,9302,4973,10262,156261,176785,1398,2410,32268,45886,2181,4955,69073,78944,645,1709,24375,24461,335,602,13009,12365,245,362,10195,8797,169,224,7338,6330,1858,3228,64570,67438,490,690,13559,16801,695,1276,22607,25414,265,597,10820,9950,197,371,8568,7304,137,196,5961,5253,74,98,3052,2714
02,AK,ALASKA,4,46572,98496,2772465,2876451,2904,5143,129343,174228,11071,25104,599925,677333,9282,25432,541361,573149,8941,18967,556307,556499,8341,14378,549726,518690,6033,9472,395801,376550,43354,91302,2592160,2679335,2590,4566,116294,155569,9796,22203,534003,599530,8542,23295,498939,527779,8499,18071,527984,528994,8058,13943,530025,501240,5869,9224,384912,366220,2748,6397,157720,167993,253,498,9691,14824,1008,2485,49829,61403,635,1929,36037,38956,323,659,22874,19990,334,522,26306,20648,195,304,12981,12169,2102,4989,116914,128349,180,343,7236,10529,857,2044,43766,52193,532,1605,30752,32550,259,574,17198,16089,163,254,10685,9970,111,169,7275,7016,1116,2205,63390,68766,134,234,5812,8128,418,857,22156,25609,208,532,11669,12818,183,322,11124,11415,120,181,9015,7479,53,79,3613,3314
02,AK,ALASKA,5,33101,80107,2752867,2871741,1004,1823,63496,85897,6029,15882,450332,520613,6930,21964,568302,601575,7208,17998,615646,626945,7096,13835,627314,617304,4834,8605,427775,419404,31300,75553,2611498,2716443,896,1648,57722,76716,5474,14483,412111,473221,6409,20238,526916,556338,6907,17308,589040,600733,6885,13444,608214,598898,4729,8432,417492,410534,1581,4066,125722,136692,59,117,3240,4987,439,1183,30741,37730,439,1489,34019,38089,241,575,21935,20971,241,430,22290,20733,162,272,13495,14179,1082,2908,83536,93253,47,80,2468,4019,346,909,23397,29597,328,1176,25220,28343,174,415,14293,15242,126,229,11760,10961,61,99,6395,5089,719,1646,57832,62043,61,95,3304,5161,209,490,14822,17794,193,550,16166,16892,127,275,12312,10969,85,162,7339,7444,44,74,3887,3780
02,AK,ALASKA,6,49953,133889,6398141,6750708,493,961,42761,60386,5999,17150,658256,776098,10325,36143,1266827,1381992,13437,38532,1746288,1838798,12720,27759,1730906,1750181,6979,13344,953102,943250,47984,128786,6170417,6489712,456,892,39929,55503,5557,16058,613099,718923,9833,34490,1210839,1317214,12960,37266,1688500,1774817,12371,27034,1687039,1703196,6807,13046,931009,920057,2044,5360,256720,274878,34,68,2194,4275,382,996,40827,49576,493,1731,58541,65293,432,1172,59179,58262,423,885,57142,58986,280,508,38834,38483,1179,3093,134549,156244,20,30,1390,2787,259,612,25564,33166,307,1059,34774,40536,286,799,34087,38348,197,408,24735,26538,110,185,13997,14866,790,2010,93174,104750,17,39,1441,2095,183,480,19592,24008,185,594,21213,24241,191,467,23699,25632,152,317,19131,20446,62,113,8095,8326
02,AK,ALASKA,7,12533,33773,4816048,4981925,26,57,1858,10310,564,1558,131520,175037,2046,7434,684278,740211,3555,10988,1306039,1406841,4222,9639,1753912,1686125,2120,4097,938437,963399,12077,32569,4670415,4809950,26,57,1858,10310,514,1444,121695,159855,1930,7043,651088,700658,3431,10632,1271835,1359733,4099,9376,1698336,1634081,2077,4017,925600,945309,439,1177,125189,149392,0,0,0,0,24,60,6449,5939,98,327,24564,32686,123,370,37470,43512,134,301,43873,45502,60,119,12831,21751,330,891,111546,127236,0,0,0,0,50,114,9824,15182,85,294,26275,29167,89,262,26729,36754,84,177,43977,39233,22,44,4738,6899,126,313,34086,44738,0,0,0,0,0,0,0,0,31,97,6915,10384,35,94,7474,10353,39,86,11598,12810,21,36,8097,11190
04,AZ,ARIZONA,0,2265969,5071245,143697070,145296548,313881,696725,7269810,8256826,389799,874771,15818202,17421202,374332,1099743,25910508,27095005,394578,989924,32066456,32438395,362664,701219,31272704,30537273,430715,708863,31359387,29547843,2132488,4805458,136252731,137755082,287411,653339,6739429,7638077,355341,803405,14539559,16017110,353705,1043817,24685065,25795738,377512,952593,30766644,31145130,346407,672772,29664334,29041276,412112,679532,29857697,28117748,84371,165884,4562871,4695505,18149,31180,403638,480862,23003,45924,912180,1006610,13459,35797,894858,955676,9936,21340,781882,804334,8292,14257,745526,685889,11532,17386,824785,762131,96526,188799,5913798,5936626,17995,28650,372097,431470,24526,49145,950607,1042853,14772,39782,951889,1013983,12243,26662,1022137,1017400,12258,21367,1340491,1224830,14732,23193,1276575,1206088,36955,76988,1530541,1604839,8475,14736,158283,187278,9932,22221,328035,361239,5855,16144,273553,285284,4823,10669,277674,275863,3999,7080,267878,271166,3871,6138,225114,224006
04,AZ,ARIZONA,1,187416,298506,2251541,1104750,41494,65248,421175,271035,30749,52850,360255,189692,18184,36648,232005,111746,20602,35355,265091,121197,24308,35792,343288,133842,52079,72613,629725,277237,170497,272657,2026857,1003693,36137,57791,364384,236822,26462,45667,305895,163915,16338,33095,205837,100631,19087,32976,242092,112349,22808,33709,318579,125568,49665,69419,590067,264406,10964,16335,150566,64917,3427,4807,37013,21867,2736,4389,35659,16111,1289,2335,18609,7525,1024,1571,15883,5891,884,1182,18714,4920,1604,2051,24686,8600,12023,17922,166295,71399,3609,4877,39431,22992,3057,4954,40139,18370,1306,2446,18650,7782,1068,1624,16810,6185,1128,1577,18843,6176,1855,2444,32419,9892,4896,7927,58388,29657,1748,2580,17360,11220,1230,2229,14219,7406,540,1107,7517,3332,447,755,6188,2662,372,506,5865,2097,559,750,7237,2938
04,AZ,ARIZONA,2,541617,1110157,10277364,9517414,154767,322918,2458491,2722280,104120,223134,1865015,1853657,65363,172266,1271360,1159835,64546,145484,1319153,1154178,57781,103625,1300952,1020861,95040,142730,2062390,1606601,503789,1041606,9532833,8866436,141947,302533,2260850,2501902,94053,203381,1676365,1678692,60795,160969,1174194,1081103,60997,138478,1236541,1092959,54998,99262,1230162,972742,90999,136983,1954718,1539036,23550,41668,467441,404687,8272,13334,129124,143130,6248,11763,119575,107434,2773,6509,60933,47727,2050,3991,48184,35428,1630,2546,43014,27671,2577,3525,66609,43295,26414,46376,541410,455213,8692,13444,137030,150242,7013,13219,133929,121885,3146,7594,67941,54146,2489,4727,60055,42567,2001,3055,52966,34785,3073,4337,89486,51587,11414,22175,203120,195764,4128,6941,60609,70135,3054,6534,54720,53080,1422,3703,29224,24585,1060,2279,22556,18650,782,1308,17823,13334,968,1410,18185,15977
04,AZ,ARIZONA,3,628934,1371052,22290259,22654897,93439,243057,2594100,3121201,141658,299632,4639200,5071881,107038,281541,3863873,3932112,104491,237055,3909578,3843681,89356,159608,3564237,3300273,92952,150159,3719269,3385746,594298,1302595,21071464,21414153,86897,230984,2424113,2901549,130360,276391,4272468,4666864,101559,267775,3657818,3730805,100413,228957,3750689,3694477,85846,154046,3412529,3171051,89223,144442,3553844,3249404,22088,42852,781566,792110,4891,9819,128688,164401,7335,14361,243420,264843,3218,7774,122366,119054,2300,4275,92447,83980,1826,2907,78655,67604,2518,3716,115987,92225,24069,46460,863053,864351,4436,7977,115480,148986,7855,15732,255715,282305,3687,9190,142242,135840,2700,5249,107093,98763,2482,3885,111191,91797,2909,4427,131329,106657,10567,21997,355741,376392,2106,4096,54507,70665,3443,7509,111015,122711,1792,4576,63812,65467,1378,2849,51794,50440,1028,1677,40516,37423,820,1290,34095,29684
04,AZ,ARIZONA,4,337842,778330,20298257,20796174,15399,40567,736821,921983,59189,146701,3240538,3613834,65493,195051,3906119,4040381,66943,163481,4107502,4128364,63467,120998,4066863,3925036,67351,111532,4240412,4166573,320458,740507,19284633,19730870,14187,38233,684962,849483,54340,135574,2987238,3318205,62068,185155,3708655,3831032,64280,157662,3939460,3963748,60966,116670,3899909,3770464,64617,107213,4064407,3997937,11105,23325,654107,681060,931,1762,40262,56286,3509,7562,184857,214226,2140,6008,128962,131185,1412,2977,96570,87138,1272,2184,88584,78509,1841,2832,114870,113714,12629,26605,739832,774180,835,1494,35488,50038,3509,7661,183381,213993,2428,6953,139753,148421,1826,3929,116466,112762,1854,3153,124744,114687,2177,3415,139997,134276,4755,11218,273790,291122,377,840,16369,22461,1340,3466,69917,81635,997,2943,57711,60927,837,1890,51575,51853,647,1175,42209,39884,557,904,36008,34358
04,AZ,ARIZONA,5,216052,546110,18184024,18704029,4486,12248,317500,383150,28496,79228,2174875,2449430,45237,151739,3746890,3922413,46176,124929,3953942,4003353,43867,90710,3853768,3802596,47790,87256,4137047,4143084,206080,522540,17364046,17842462,4160,11595,298016,355436,26420,73984,2024061,2271654,43170,145196,3575215,3743261,44433,120690,3804644,3852392,42044,87228,3690278,3644334,45853,83847,3971830,3975383,6425,15266,524764,554882,315,658,19878,26958,1587,3861,115811,136364,1491,4661,122940,129178,1021,2520,89528,88560,905,1681,82398,78092,1106,1885,94208,95729,7601,17545,628986,657227,250,474,14474,21264,1562,3780,113525,133949,1544,4775,129167,133880,1300,3174,112336,112746,1380,2605,125342,119697,1565,2737,134139,135690,2371,6025,190991,204339,76,179,5009,6450,514,1464,37289,43826,523,1768,42506,45272,443,1065,36960,38214,443,877,38147,38564,372,672,31077,32010
04,AZ,ARIZONA,6,273162,738532,35115910,36525614,3520,10387,404822,466703,22569,64623,2474616,2890924,57347,204425,7164583,7634838,68857,207617,9035011,9323444,62349,139605,8334299,8425334,58520,111875,7702577,7784369,260606,707539,33504508,34840120,3350,9999,385153,443238,20924,60396,2298816,2679161,54814,196010,6850698,7296681,66307,200718,8695704,8975999,59462,133639,7938630,8032637,55749,106777,7335504,7412400,7785,19870,984956,1043739,234,590,22698,30744,1409,3541,148322,181010,1968,6471,242270,264633,1526,4195,198923,208622,1224,2525,180557,166833,1424,2548,192183,191893,10111,24600,1319556,1363740,130,288,15240,17119,1326,3294,143618,171758,2017,6582,255456,272195,2029,5473,275255,277869,2316,4754,322301,316049,2293,4209,307683,308748,2445,6393,291846,321753,40,100,4427,6344,319,933,32180,40004,516,1833,58428,65961,521,1426,64050,69575,571,1212,73367,76647,478,889,59390,63220
04,AZ,ARIZONA,7,80946,228558,35279712,35993667,776,2300,336899,370471,3018,8603,1063700,1351781,15670,58073,5725675,6293677,22963,76003,9476177,9864177,21536,50881,9809295,9929327,16983,32698,8867964,8184231,76760,218014,33468386,34057344,733,2204,321948,349645,2782,8012,974712,1238616,14961,55617,5512645,6012223,21995,73112,9097510,9453203,20283,48218,9174244,9324477,16006,30851,8387325,7679178,2454,6568,999468,1154107,79,210,25972,37474,179,447,64533,86620,580,2039,198774,256370,603,1811,240345,294711,551,1232,253602,262257,462,829,216239,216672,3679,9291,1654664,1750512,43,96,14951,20825,204,505,80295,100591,644,2242,198676,261716,831,2486,334118,366507,1097,2338,585101,541635,860,1624,441520,459236,507,1253,156662,185809,0,0,0,0,32,86,8691,12574,65,214,14353,19737,137,405,44548,44466,156,325,49949,63214,117,223,39119,45817
05,AR,ARKANSAS,0,996701,2247721,58653845,58389183,116882,235471,2384757,2744462,175812,430733,7014232,7525197,178555,524110,10720257,11062648,184534,444304,13121789,13065191,165848,318796,13362724,12608598,175070,294307,12050084,11383085,928538,2105694,55953270,55576198,100115,205781,2081821,2389536,156051,386864,6384285,6827498,166290,491789,10147579,10483624,175723,425688,12624301,12562617,160120,308719,12943059,12199815,170239,286853,11772222,11113105,31258,64730,1357557,1422319,7390,12862,148695,176999,9056,19707,320446,347181,5506,14962,290141,304436,3784,8149,232890,234487,2650,4688,193388,205429,2872,4362,171995,153784,28743,60330,1289711,1345445,6236,10978,119149,136723,7930,17675,271086,302334,5194,14058,272264,282403,3905,8455,256839,263317,2910,5170,215255,208352,2568,3994,155115,152314,39420,81697,1410863,1467539,10531,18712,183786,218202,11831,26194,358860,395365,7071,18263,300413,296621,4906,10161,240648,239255,2818,4907,204408,200430,2263,3460,122746,117664
