statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
01,AL,Alabama,0,1687511,3703803,114776026,120005419,148470,234594,3377043,4078315,312939,719737,12894783,14357565,305208,897273,19698048,21007632,285655,714381,24148126,25378944,284496,549307,26272900,26834703,350743,588511,28385124,28348259,1573088,3468385,108455816,113203021,127032,202241,2891551,3467951,277844,645890,11464859,12737215,284479,839058,18464171,19697459,271465,682202,23030789,24199629,273708,529908,25207499,25742348,338560,569086,27396944,27358416,44583,89017,2580055,2843084,8784,12598,195748,250298,14256,28320,591892,671008,8072,22784,517152,561477,4876,11170,430546,484132,3744,6608,422117,475829,4851,7537,422597,400337,51632,106352,3164965,3362726,8617,12555,204812,256468,15354,32025,680526,773207,9352,27088,632116,671118,6333,14501,557870,569982,5561,9935,558781,581010,6415,10248,530857,510938,62791,129066,3155244,3439672,12821,19798,280678,353895,19741,41822,749397,847142,11377,31127,601759,639053,7857,17678,559466,609332,5227,9464,506619,511343,5768,9177,457322,478904
01,AL,Alabama,1,116591,181429,1604624,642941,20567,28030,211147,121289,21773,36622,273581,123746,14013,27325,214336,77090,12044,20153,199046,63630,15208,22558,258110,79467,32986,46741,448402,177715,105149,163812,1438317,582383,17131,23435,174164,101827,18512,31155,227915,106153,12451,24301,190257,69024,11027,18513,180870,58691,14410,21433,241124,75367,31618,44975,423985,171319,4785,7089,71287,25131,1405,1789,14777,7919,1408,2286,19202,7499,623,1145,11134,3231,423,663,8513,2064,350,474,8386,1647,576,732,9272,2770,5357,8178,85120,27896,1491,1933,16962,8308,1522,2522,23188,8056,699,1384,11653,3546,503,824,9803,2377,413,566,9870,2116,729,949,13641,3491,6085,9439,81186,32660,1945,2662,20020,11153,1739,2945,22476,9537,863,1640,12425,4519,514,816,8372,2561,385,559,7115,1983,639,817,10775,2905
01,AL,Alabama,2,382742,770440,7238636,6693279,65034,104790,989491,1119582,93113,213525,1642951,1631723,67623,178583,1260091,1188072,45061,96507,907753,804004,42576,73686,928920,758952,69335,103349,1509427,1190943,353810,714573,6693092,6194374,56470,91911,856034,972666,83897,193677,1472100,1472002,62832,166237,1164945,1105643,42545,91384,854527,760355,40949,71146,890570,730627,67117,100218,1454912,1153078,11365,20957,213658,195745,3437,4862,52249,59325,3746,7502,69072,65163,1767,4608,35459,30041,904,1809,18614,15331,578,883,14116,9931,933,1293,24147,15950,11923,22315,237900,204680,3295,4750,54077,56427,3617,7395,69744,62249,1969,5136,41334,33729,1074,2162,24480,18408,820,1241,20421,14284,1148,1631,27841,19581,17009,33552,307643,294224,5269,8129,79378,90489,5599,12453,101106,97472,2822,7210,53811,48700,1442,2961,28745,25240,807,1299,17928,14039,1070,1500,26673,18283
01,AL,Alabama,3,450941,905108,15868467,16318049,46229,70915,1247995,1592458,102113,215422,3314574,3668937,85900,224442,2992888,3121835,72298,153653,2641432,2651653,67368,116690,2620754,2478524,77033,123986,3050821,2804639,419431,845736,14802843,15177704,39439,60647,1068960,1356544,90715,193098,2941274,3253700,80618,211316,2803487,2927842,69037,147312,2517040,2531936,65089,113074,2528886,2394349,74533,120289,2943193,2713330,11601,21237,386702,418431,2821,4161,73928,98147,4313,7985,139617,157378,1805,4542,66520,66452,1004,2046,37879,36240,706,1115,28512,25631,952,1388,40244,34580,13154,24651,458650,475901,2737,4032,73004,94069,4805,9599,159616,175721,2014,5088,75074,74206,1248,2389,50406,45759,1100,1714,45567,40561,1250,1829,54981,45583,18356,34721,606973,664442,4053,6236,106030,141843,6593,12725,213682,239515,3268,8038,114327,119786,2013,3952,73986,73957,1179,1902,46300,43613,1250,1868,52646,45726
01,AL,Alabama,4,255978,558154,15200115,15728101,11582,20182,523380,693602,45479,108842,2469247,2772558,47641,138234,2768379,2920385,47894,109891,2901938,2948355,48428,90068,3055452,2992827,54954,90937,3481716,3400372,239641,523760,14278786,14728648,9763,17157,446116,584706,39881,96871,2176756,2431195,44370,128981,2580637,2719842,45647,105249,2759542,2810363,46862,87441,2951648,2895762,53118,88061,3364083,3286778,6357,13096,350508,388129,774,1191,31094,46207,2448,4952,126126,148519,1329,3753,76955,81611,656,1399,40501,40442,456,750,30421,28247,694,1051,45409,43101,7440,15865,429449,457322,710,1169,30582,42833,2565,5532,134855,156914,1500,4434,86286,92476,903,1874,60697,55550,799,1347,53601,49840,963,1509,63426,59706,8897,18529,491879,542130,1109,1856,46680,66063,3033,6439,157635,184449,1771,4819,101454,108065,1344,2768,81698,82441,767,1280,50202,47223,873,1367,54206,53887
01,AL,Alabama,5,165400,410525,13836829,14347584,3372,6916,213354,286804,24478,68406,1865881,2115689,31133,105249,2560653,2704688,32521,87550,2756577,2826392,34354,70633,3001055,2981765,39542,71771,3439305,3432243,155919,387521,13079859,13526762,2825,5879,182067,240022,21725,61737,1664188,1878604,29037,98312,2391227,2522295,31006,83881,2628370,2694988,33147,68282,2893102,2876900,38179,69430,3320903,3313949,3711,8651,291739,320085,228,381,12629,19379,1173,2671,82247,100349,863,2758,69401,74774,515,1242,45170,45110,393,712,36489,34128,539,887,45800,46342,4702,11186,378452,407435,245,408,14040,20964,1347,3156,98449,115822,1090,3605,88359,95115,686,1612,59865,59704,621,1190,55224,53986,713,1215,62513,61841,4779,11818,378517,413386,302,629,17247,25816,1406,3513,103244,121261,1006,3332,81067,87277,829,2057,68342,71699,586,1161,52728,50878,650,1126,55888,56452
01,AL,Alabama,6,241715,664865,31107312,32561053,1538,3427,141410,190431,23128,68401,2577934,2983366,47097,176381,5860943,6302966,57097,179413,7458057,7781021,55574,124998,7461447,7587255,57281,112245,7607518,7716012,228777,630152,29485846,30805517,1278,2921,119954,157188,20575,61658,2308917,2650311,44086,165528,5495741,5896320,54398,171655,7104282,7409603,53305,120209,7134595,7269389,55135,108181,7322355,7422703,4996,13104,616633,677927,104,188,7855,13099,1014,2516,103577,131381,1315,4567,160307,177459,960,2707,126925,133479,794,1640,107625,111583,809,1486,110340,110923,6863,18109,872789,933988,117,220,10135,14713,1296,3303,139527,170945,1617,5727,196549,218743,1394,3974,186736,193210,1238,2618,180430,173406,1201,2267,159411,162969,6075,16604,748676,821547,143,286,11320,18529,1257,3440,129490,162108,1394,5126,168652,187902,1305,3784,167038,178206,1031,2171,146420,144460,945,1797,125752,130339
01,AL,Alabama,7,74144,213282,29920040,33714409,148,334,50262,74145,2855,8519,750611,1061542,11801,47059,4040754,4692591,18740,67214,7283320,8303887,20988,50674,8947158,9955911,19612,39482,8847932,9626331,70361,202831,28677070,32187630,126,291,44253,54994,2539,7694,673705,945247,11085,44383,3837874,4456490,17805,64208,6986156,7933690,19946,48323,8567571,9499951,18860,37932,8567509,9297256,1768,4883,649525,817633,15,26,3213,6220,154,408,52047,60715,370,1411,97374,127906,414,1304,152940,211463,467,1034,196566,264660,348,700,147383,146667,2193,6048,702602,855500,22,43,6009,19150,202,518,55145,83498,463,1714,132859,153300,525,1666,165880,194971,570,1259,193665,246815,411,848,149041,157764,1590,4403,540367,671279,0,0,0,0,114,307,21761,32797,253,962,70020,82800,410,1340,131282,175225,472,1092,185922,209144,341,702,131380,171310
02,AK,Alaska,0,277104,600085,22649099,24073801,32189,44760,878580,1057930,59177,128662,3079459,3447873,50022,155465,4274253,4592037,40529,103482,4360026,4601106,44714,84238,4988760,5145853,50473,83478,5068019,5228999,256403,558858,21474360,22802223,27322,37947,760981,913677,52200,114422,2756977,3084610,46469,145035,4025410,4319164,38611,99093,4197253,4430831,43062,81470,4827139,4969420,48739,80891,4906598,5084518,16956,35170,1099105,1145505,4005,5805,108841,121668,5164,11136,254675,277588,2955,9238,229536,242482,1543,3600,164545,164760,1576,2674,176520,172862,1713,2717,164985,166144,14214,28321,794832,860094,3576,5072,84546,104109,4936,10148,227060,258608,2376,7065,170471,188544,1197,2705,102844,108054,994,1661,95459,104739,1135,1670,114449,96038,6487,12906,379906,411483,1291,1741,33053,40142,2041,4092,95421,104655,1177,3365,78371,84328,721,1684,59927,62220,658,1107,66160,71693,599,917,46971,48441
02,AK,Alaska,1,17179,25788,248890,85791,3197,4026,36382,17871,3789,6234,50969,19386,2131,4166,34984,10570,1618,2723,29982,7782,2257,3165,34233,10521,4187,5474,62337,19659,15498,23360,222033,77397,2690,3377,30504,15015,3282,5477,42599,16902,1926,3758,31308,9576,1489,2530,27326,7216,2136,3008,32387,9949,3975,5210,57907,18737,1233,1729,23028,6390,380,464,5201,2165,324,437,5748,1686,198,401,4109,983,89,116,1922,385,101,135,2182,511,141,176,3862,658,999,1413,16887,5250,326,415,3929,1945,296,428,5323,1510,109,211,2188,541,75,117,1708,346,71,89,1064,322,122,153,2671,584,682,1015,9969,3143,181,234,1947,910,211,329,3046,973,96,197,1488,452,54,76,948,220,50,68,780,249,90,111,1758,337
